"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,SM_FORENAME,SM_SURNAME,SM_STREET,SM_STREETNO,SM_POST_CODE1,SM_CITY1,SM_CITY2,SM_EMAIL
Meter Reading (MR) Doc. No.,vZKWSCsqQBBzWDDfVltWVWZU/jREcWdSDqXrPKz,QriQoTXrFUUyG+GIkLSz/+TpWXuk/XTjDzuZgBN,DjcTUGZLIWsZnRWilpsTmLUQjkuJkKgeymKScgU,nu/xUKPkhGvZRFXTQnukzyMHWnpsWGY+UO+NmrX,23,MANDATORY_READING,Frau,Thomas,Wagner,Bahnhofstraße,42,58099,Hagen,Boele,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,vZKWSCsqQBBzWDDfVltWVWZU/jREcWdSDqXrPKz,QriQoTXrFUUyG+GIkLSz/+TpWXuk/XTjDzuZgBN,DjcTUGZLIWsZnRWilpsTmLUQjkuJkKgeymKScgU,nu/xUKPkhGvZRFXTQnukzyMHWnpsWGY+UO+NmrX,23,MANDATORY_READING,Frau,Thomas,Wagner,Bahnhofstraße,42,58099,Hagen,Boele,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,vZKWSCsqQBBzWDDfVltWVWZU/jREcWdSDqXrPKz,QriQoTXrFUUyG+GIkLSz/+TpWXuk/XTjDzuZgBN,DjcTUGZLIWsZnRWilpsTmLUQjkuJkKgeymKScgU,nu/xUKPkhGvZRFXTQnukzyMHWnpsWGY+UO+NmrX,23,MANDATORY_READING,Frau,Thomas,Wagner,Bahnhofstraße,42,58099,Hagen,Boele,thomas.wagner@example.com
Meter Reading (MR) Doc. No.,QRPZnUzIxIIXHpRRWAnOFZycSgZAAgSBzWWGTDZ,PARUHdZrhgfkXUFBzRgRjHaHFfWYyiRCWMPVcVX,AnVjKMGaYT+imxVKFpiQHVfLUdpwFUWaProYxYW,kUiySIZocYzB+HSpwzoSvVVEMvNPUZKeVlVNOlm,42,MANDATORY_READING,Dipl.-Ing.,Thomas,Hoffmann,Hauptstraße,10,58507,Lüdenscheid,,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,QRPZnUzIxIIXHpRRWAnOFZycSgZAAgSBzWWGTDZ,PARUHdZrhgfkXUFBzRgRjHaHFfWYyiRCWMPVcVX,AnVjKMGaYT+imxVKFpiQHVfLUdpwFUWaProYxYW,kUiySIZocYzB+HSpwzoSvVVEMvNPUZKeVlVNOlm,42,MANDATORY_READING,Dipl.-Ing.,Thomas,Hoffmann,Hauptstraße,10,58507,Lüdenscheid,,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,QRPZnUzIxIIXHpRRWAnOFZycSgZAAgSBzWWGTDZ,PARUHdZrhgfkXUFBzRgRjHaHFfWYyiRCWMPVcVX,AnVjKMGaYT+imxVKFpiQHVfLUdpwFUWaProYxYW,kUiySIZocYzB+HSpwzoSvVVEMvNPUZKeVlVNOlm,42,MANDATORY_READING,Dipl.-Ing.,Thomas,Hoffmann,Hauptstraße,10,58507,Lüdenscheid,,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,QRPZnUzIxIIXHpRRWAnOFZycSgZAAgSBzWWGTDZ,PARUHdZrhgfkXUFBzRgRjHaHFfWYyiRCWMPVcVX,AnVjKMGaYT+imxVKFpiQHVfLUdpwFUWaProYxYW,kUiySIZocYzB+HSpwzoSvVVEMvNPUZKeVlVNOlm,42,MANDATORY_READING,Dipl.-Ing.,Thomas,Hoffmann,Hauptstraße,10,58507,Lüdenscheid,,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,xDbnZRXIBtu/PJxzWlSrSLWgbxVjbVmdFQRWmXx,jRZECLkozsRmwumSRYuCUQKJVcJbUWHBNqpVbRR,KGGqBKZYMJXa/bYVJmWMYnNRCtWpDFJXMDUdEQx,LeUQWjMvRkYWTjiScSvaVExYTYS+OLpQHxcJDpZ,15,MANDATORY_READING,Frau,Peter,Meyer,Marktplatz,1a,58093,Hagen,Fley,peter.meyer@example.com
Meter Reading (MR) Doc. No.,dcRlIhWGGrPywVmSlofMjcozkceSkuBoIPGdLDm,ymuuSzyTMnSmobYalZTYcvSAlwqXJUIXukTbVIK,ZPyVjIgNUkyKZWwQdLrVSlfgwFQXnxFz/ETxVhQ,GyncJMorHuuFrcXSSdTUJdiUVJWIgyXWQTgrRJ+,995,MANDATORY_READING,Prof.,Thomas,Schulz,Bergstraße,10,58840,Plettenberg,Plettenberg I,thomas.schulz@example.com
Meter Reading (MR) Doc. No.,dcRlIhWGGrPywVmSlofMjcozkceSkuBoIPGdLDm,ymuuSzyTMnSmobYalZTYcvSAlwqXJUIXukTbVIK,ZPyVjIgNUkyKZWwQdLrVSlfgwFQXnxFz/ETxVhQ,GyncJMorHuuFrcXSSdTUJdiUVJWIgyXWQTgrRJ+,995,MANDATORY_READING,Prof.,Thomas,Schulz,Bergstraße,10,58840,Plettenberg,Plettenberg I,thomas.schulz@example.com
Meter Reading (MR) Doc. No.,dcRlIhWGGrPywVmSlofMjcozkceSkuBoIPGdLDm,ymuuSzyTMnSmobYalZTYcvSAlwqXJUIXukTbVIK,ZPyVjIgNUkyKZWwQdLrVSlfgwFQXnxFz/ETxVhQ,GyncJMorHuuFrcXSSdTUJdiUVJWIgyXWQTgrRJ+,995,MANDATORY_READING,Prof.,Thomas,Schulz,Bergstraße,10,58840,Plettenberg,Plettenberg I,thomas.schulz@example.com
Meter Reading (MR) Doc. No.,dcRlIhWGGrPywVmSlofMjcozkceSkuBoIPGdLDm,ymuuSzyTMnSmobYalZTYcvSAlwqXJUIXukTbVIK,ZPyVjIgNUkyKZWwQdLrVSlfgwFQXnxFz/ETxVhQ,GyncJMorHuuFrcXSSdTUJdiUVJWIgyXWQTgrRJ+,995,MANDATORY_READING,Prof.,Thomas,Schulz,Bergstraße,10,58840,Plettenberg,Plettenberg I,thomas.schulz@example.com
Meter Reading (MR) Doc. No.,/cuXEYpWRCNhafJDVCTVDerwsTVMAgmWPOrTMXR,GyXqxHvpLrbyyYW/TLFwIZiRVYkNLTwuUSdSXqK,uhDSCqxbogjGUiwYYykxRxqUhUXlVUVwTAfUyVY,sBCcXMErgygNntVjgjQesbHwzDOWSUoPTZAswtE,24,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,2,58093,Hagen,Fley,peter.müller@example.com
Meter Reading (MR) Doc. No.,/cuXEYpWRCNhafJDVCTVDerwsTVMAgmWPOrTMXR,GyXqxHvpLrbyyYW/TLFwIZiRVYkNLTwuUSdSXqK,uhDSCqxbogjGUiwYYykxRxqUhUXlVUVwTAfUyVY,sBCcXMErgygNntVjgjQesbHwzDOWSUoPTZAswtE,24,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,2,58093,Hagen,Fley,peter.müller@example.com
Meter Reading (MR) Doc. No.,/cuXEYpWRCNhafJDVCTVDerwsTVMAgmWPOrTMXR,GyXqxHvpLrbyyYW/TLFwIZiRVYkNLTwuUSdSXqK,uhDSCqxbogjGUiwYYykxRxqUhUXlVUVwTAfUyVY,sBCcXMErgygNntVjgjQesbHwzDOWSUoPTZAswtE,24,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,2,58093,Hagen,Fley,peter.müller@example.com
Meter Reading (MR) Doc. No.,/cuXEYpWRCNhafJDVCTVDerwsTVMAgmWPOrTMXR,GyXqxHvpLrbyyYW/TLFwIZiRVYkNLTwuUSdSXqK,uhDSCqxbogjGUiwYYykxRxqUhUXlVUVwTAfUyVY,sBCcXMErgygNntVjgjQesbHwzDOWSUoPTZAswtE,24,MANDATORY_READING,Dr.,Peter,Müller,Waldweg,2,58093,Hagen,Fley,peter.müller@example.com
Meter Reading (MR) Doc. No.,/fDNTfCGOuVBeKQdXeToedpVIkDYNYpBUWnAyja,Wc/eDUgAfxi/CUiBItlJCzeiirWqjDUUJimlDKr,UBqzWnZtPNAiXcyWXIYfw/cRdALESwLl+U+EEUQ,pKCKoMciEwTqpdsrWXUnlbUfFa/fYkpllRxZxYN,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/fDNTfCGOuVBeKQdXeToedpVIkDYNYpBUWnAyja,Wc/eDUgAfxi/CUiBItlJCzeiirWqjDUUJimlDKr,UBqzWnZtPNAiXcyWXIYfw/cRdALESwLl+U+EEUQ,pKCKoMciEwTqpdsrWXUnlbUfFa/fYkpllRxZxYN,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/fDNTfCGOuVBeKQdXeToedpVIkDYNYpBUWnAyja,Wc/eDUgAfxi/CUiBItlJCzeiirWqjDUUJimlDKr,UBqzWnZtPNAiXcyWXIYfw/cRdALESwLl+U+EEUQ,pKCKoMciEwTqpdsrWXUnlbUfFa/fYkpllRxZxYN,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/fDNTfCGOuVBeKQdXeToedpVIkDYNYpBUWnAyja,Wc/eDUgAfxi/CUiBItlJCzeiirWqjDUUJimlDKr,UBqzWnZtPNAiXcyWXIYfw/cRdALESwLl+U+EEUQ,pKCKoMciEwTqpdsrWXUnlbUfFa/fYkpllRxZxYN,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,/fDNTfCGOuVBeKQdXeToedpVIkDYNYpBUWnAyja,Wc/eDUgAfxi/CUiBItlJCzeiirWqjDUUJimlDKr,UBqzWnZtPNAiXcyWXIYfw/cRdALESwLl+U+EEUQ,pKCKoMciEwTqpdsrWXUnlbUfFa/fYkpllRxZxYN,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,IZuJWZrsbSRm/WkWSeERvQu/boMArTfYOjzcEGi,TvzBq+HUUcSMHZUtNefXaJMVWlkukJiGXS/IdXX,WTRblvVToYFtRRlDWRePSqXEwyUxlMk/qVRHtTK,YWDLIQnAttiWotN+vGftZFqTylXejVGJRSwwTiY,9,MANDATORY_READING,Frau,Maria,Meyer,Marktplatz,1,58540,Meinerzhagen,Meinerzhagen,maria.meyer@example.com
Meter Reading (MR) Doc. No.,IZuJWZrsbSRm/WkWSeERvQu/boMArTfYOjzcEGi,TvzBq+HUUcSMHZUtNefXaJMVWlkukJiGXS/IdXX,WTRblvVToYFtRRlDWRePSqXEwyUxlMk/qVRHtTK,YWDLIQnAttiWotN+vGftZFqTylXejVGJRSwwTiY,9,MANDATORY_READING,Frau,Maria,Meyer,Marktplatz,1,58540,Meinerzhagen,Meinerzhagen,maria.meyer@example.com
Meter Reading (MR) Doc. No.,IZuJWZrsbSRm/WkWSeERvQu/boMArTfYOjzcEGi,TvzBq+HUUcSMHZUtNefXaJMVWlkukJiGXS/IdXX,WTRblvVToYFtRRlDWRePSqXEwyUxlMk/qVRHtTK,YWDLIQnAttiWotN+vGftZFqTylXejVGJRSwwTiY,9,MANDATORY_READING,Frau,Maria,Meyer,Marktplatz,1,58540,Meinerzhagen,Meinerzhagen,maria.meyer@example.com
Meter Reading (MR) Doc. No.,IZuJWZrsbSRm/WkWSeERvQu/boMArTfYOjzcEGi,TvzBq+HUUcSMHZUtNefXaJMVWlkukJiGXS/IdXX,WTRblvVToYFtRRlDWRePSqXEwyUxlMk/qVRHtTK,YWDLIQnAttiWotN+vGftZFqTylXejVGJRSwwTiY,9,MANDATORY_READING,Frau,Maria,Meyer,Marktplatz,1,58540,Meinerzhagen,Meinerzhagen,maria.meyer@example.com
Meter Reading (MR) Doc. No.,gRQsXXZCaHb+QcwjYSTXkEmVwKXUlZMhWI+ZRTZ,XsK/YKWPxSueQsqSjZ/l+fAGEuRRvwXICvCZEhT,szCmJpSs/TWjRSGGtZUzcMYuYQwoDZkTQZoAVsD,RPNhXDLgFSrFNcWQViFXXRH+UypCAgRQUYpghHb,13,MANDATORY_READING,Dipl.-Ing.,Sabine,Hoffmann,Schulstraße,15,58507,Lüdenscheid,,sabine.hoffmann@example.com
Meter Reading (MR) Doc. No.,gRQsXXZCaHb+QcwjYSTXkEmVwKXUlZMhWI+ZRTZ,XsK/YKWPxSueQsqSjZ/l+fAGEuRRvwXICvCZEhT,szCmJpSs/TWjRSGGtZUzcMYuYQwoDZkTQZoAVsD,RPNhXDLgFSrFNcWQViFXXRH+UypCAgRQUYpghHb,13,MANDATORY_READING,Dipl.-Ing.,Sabine,Hoffmann,Schulstraße,15,58507,Lüdenscheid,,sabine.hoffmann@example.com
Meter Reading (MR) Doc. No.,gRQsXXZCaHb+QcwjYSTXkEmVwKXUlZMhWI+ZRTZ,XsK/YKWPxSueQsqSjZ/l+fAGEuRRvwXICvCZEhT,szCmJpSs/TWjRSGGtZUzcMYuYQwoDZkTQZoAVsD,RPNhXDLgFSrFNcWQViFXXRH+UypCAgRQUYpghHb,13,MANDATORY_READING,Dipl.-Ing.,Sabine,Hoffmann,Schulstraße,15,58507,Lüdenscheid,,sabine.hoffmann@example.com
Meter Reading (MR) Doc. No.,gRQsXXZCaHb+QcwjYSTXkEmVwKXUlZMhWI+ZRTZ,XsK/YKWPxSueQsqSjZ/l+fAGEuRRvwXICvCZEhT,szCmJpSs/TWjRSGGtZUzcMYuYQwoDZkTQZoAVsD,RPNhXDLgFSrFNcWQViFXXRH+UypCAgRQUYpghHb,13,MANDATORY_READING,Dipl.-Ing.,Sabine,Hoffmann,Schulstraße,15,58507,Lüdenscheid,,sabine.hoffmann@example.com
Meter Reading (MR) Doc. No.,SrGhCRgRXpIvHZLak/STYWrXZVijVRY/pFPkFwB,YHuWbTphUmWKCgYAaP/UbWXJsoGJ+WHmsjUIEhj,BUO/RRnTUNVaTYdxQSkTkM/VyEkB/HfHMWQ+ZUK,hkTcrjmYlUZJRvdMCwQQUuBZIZEswUZmnOPVCxX,4,MANDATORY_READING,Prof.,Michael,Wagner,Lindenallee,2,58093,Hagen,Halden,michael.wagner@example.com
Meter Reading (MR) Doc. No.,SrGhCRgRXpIvHZLak/STYWrXZVijVRY/pFPkFwB,YHuWbTphUmWKCgYAaP/UbWXJsoGJ+WHmsjUIEhj,BUO/RRnTUNVaTYdxQSkTkM/VyEkB/HfHMWQ+ZUK,hkTcrjmYlUZJRvdMCwQQUuBZIZEswUZmnOPVCxX,4,MANDATORY_READING,Prof.,Michael,Wagner,Lindenallee,2,58093,Hagen,Halden,michael.wagner@example.com
Meter Reading (MR) Doc. No.,SrGhCRgRXpIvHZLak/STYWrXZVijVRY/pFPkFwB,YHuWbTphUmWKCgYAaP/UbWXJsoGJ+WHmsjUIEhj,BUO/RRnTUNVaTYdxQSkTkM/VyEkB/HfHMWQ+ZUK,hkTcrjmYlUZJRvdMCwQQUuBZIZEswUZmnOPVCxX,4,MANDATORY_READING,Prof.,Michael,Wagner,Lindenallee,2,58093,Hagen,Halden,michael.wagner@example.com
Meter Reading (MR) Doc. No.,SrGhCRgRXpIvHZLak/STYWrXZVijVRY/pFPkFwB,YHuWbTphUmWKCgYAaP/UbWXJsoGJ+WHmsjUIEhj,BUO/RRnTUNVaTYdxQSkTkM/VyEkB/HfHMWQ+ZUK,hkTcrjmYlUZJRvdMCwQQUuBZIZEswUZmnOPVCxX,4,MANDATORY_READING,Prof.,Michael,Wagner,Lindenallee,2,58093,Hagen,Halden,michael.wagner@example.com
Meter Reading (MR) Doc. No.,yszocVYYGKBohcSiIIMZQbVcYZFytQXTiysrYZY,iHSjXMQOQKT+TupOrvZLCsiJoBdWHQNNZddvtAZ,HNgl/FayzYWXNuveSFBmyy/VHrAFoW/WotLWVru,xfyaatVlXDhDvsMQdKIhlDVhIAsByURMUXDfkTm,15,MANDATORY_READING,Dr.,Hans,Schmidt,Kirchweg,1,58507,Lüdenscheid,,hans.schmidt@example.com
Meter Reading (MR) Doc. No.,yszocVYYGKBohcSiIIMZQbVcYZFytQXTiysrYZY,iHSjXMQOQKT+TupOrvZLCsiJoBdWHQNNZddvtAZ,HNgl/FayzYWXNuveSFBmyy/VHrAFoW/WotLWVru,xfyaatVlXDhDvsMQdKIhlDVhIAsByURMUXDfkTm,15,MANDATORY_READING,Dr.,Hans,Schmidt,Kirchweg,1,58507,Lüdenscheid,,hans.schmidt@example.com
Meter Reading (MR) Doc. No.,yszocVYYGKBohcSiIIMZQbVcYZFytQXTiysrYZY,iHSjXMQOQKT+TupOrvZLCsiJoBdWHQNNZddvtAZ,HNgl/FayzYWXNuveSFBmyy/VHrAFoW/WotLWVru,xfyaatVlXDhDvsMQdKIhlDVhIAsByURMUXDfkTm,15,MANDATORY_READING,Dr.,Hans,Schmidt,Kirchweg,1,58507,Lüdenscheid,,hans.schmidt@example.com
Meter Reading (MR) Doc. No.,yszocVYYGKBohcSiIIMZQbVcYZFytQXTiysrYZY,iHSjXMQOQKT+TupOrvZLCsiJoBdWHQNNZddvtAZ,HNgl/FayzYWXNuveSFBmyy/VHrAFoW/WotLWVru,xfyaatVlXDhDvsMQdKIhlDVhIAsByURMUXDfkTm,15,MANDATORY_READING,Dr.,Hans,Schmidt,Kirchweg,1,58507,Lüdenscheid,,hans.schmidt@example.com
Meter Reading (MR) Doc. No.,SbNQOLIU+bUoYzVgRZjzFGSHeRWTwGkfIUOjnyU,FnRPRVVOYtaRtTKbYHztkAOVUoBxVxYTQqloYo+,rpsZqZLZSURcZvQWnWqpIRUnT+liKlRLKxuqiPA,WpmlwzZzMZpGScRHgtagpIYtnAslJfcPRRt/XDn,34,MANDATORY_READING,Dr.,Julia,Müller,Gartenstraße,10,58840,Plettenberg,Plettenberg I,julia.müller@example.com
Meter Reading (MR) Doc. No.,SbNQOLIU+bUoYzVgRZjzFGSHeRWTwGkfIUOjnyU,FnRPRVVOYtaRtTKbYHztkAOVUoBxVxYTQqloYo+,rpsZqZLZSURcZvQWnWqpIRUnT+liKlRLKxuqiPA,WpmlwzZzMZpGScRHgtagpIYtnAslJfcPRRt/XDn,34,MANDATORY_READING,Dr.,Julia,Müller,Gartenstraße,10,58840,Plettenberg,Plettenberg I,julia.müller@example.com
Meter Reading (MR) Doc. No.,SbNQOLIU+bUoYzVgRZjzFGSHeRWTwGkfIUOjnyU,FnRPRVVOYtaRtTKbYHztkAOVUoBxVxYTQqloYo+,rpsZqZLZSURcZvQWnWqpIRUnT+liKlRLKxuqiPA,WpmlwzZzMZpGScRHgtagpIYtnAslJfcPRRt/XDn,34,MANDATORY_READING,Dr.,Julia,Müller,Gartenstraße,10,58840,Plettenberg,Plettenberg I,julia.müller@example.com
Meter Reading (MR) Doc. No.,SbNQOLIU+bUoYzVgRZjzFGSHeRWTwGkfIUOjnyU,FnRPRVVOYtaRtTKbYHztkAOVUoBxVxYTQqloYo+,rpsZqZLZSURcZvQWnWqpIRUnT+liKlRLKxuqiPA,WpmlwzZzMZpGScRHgtagpIYtnAslJfcPRRt/XDn,34,MANDATORY_READING,Dr.,Julia,Müller,Gartenstraße,10,58840,Plettenberg,Plettenberg I,julia.müller@example.com
Meter Reading (MR) Doc. No.,TftG/YfQbUTaTyfTqMBTrqQPczVjYQMIICjfete,TnwQcNXQz+OJr/BQRrG/k/WUWKCYDYSZnVfFVZp,bXqKaWlWowshdqvkuuueCjPWXmPyJCVZQ/JvzsU,ZSVuQTVwtsxUmYkrrKWDAfsOwmMOpFNVZXAPoa/,22,MANDATORY_READING,Herr,Hans,Hoffmann,Bahnhofstraße,20,58099,Hagen,Boele,hans.hoffmann@example.com
Meter Reading (MR) Doc. No.,TftG/YfQbUTaTyfTqMBTrqQPczVjYQMIICjfete,TnwQcNXQz+OJr/BQRrG/k/WUWKCYDYSZnVfFVZp,bXqKaWlWowshdqvkuuueCjPWXmPyJCVZQ/JvzsU,ZSVuQTVwtsxUmYkrrKWDAfsOwmMOpFNVZXAPoa/,22,MANDATORY_READING,Herr,Hans,Hoffmann,Bahnhofstraße,20,58099,Hagen,Boele,hans.hoffmann@example.com
Meter Reading (MR) Doc. No.,TftG/YfQbUTaTyfTqMBTrqQPczVjYQMIICjfete,TnwQcNXQz+OJr/BQRrG/k/WUWKCYDYSZnVfFVZp,bXqKaWlWowshdqvkuuueCjPWXmPyJCVZQ/JvzsU,ZSVuQTVwtsxUmYkrrKWDAfsOwmMOpFNVZXAPoa/,22,MANDATORY_READING,Herr,Hans,Hoffmann,Bahnhofstraße,20,58099,Hagen,Boele,hans.hoffmann@example.com
Meter Reading (MR) Doc. No.,TftG/YfQbUTaTyfTqMBTrqQPczVjYQMIICjfete,TnwQcNXQz+OJr/BQRrG/k/WUWKCYDYSZnVfFVZp,bXqKaWlWowshdqvkuuueCjPWXmPyJCVZQ/JvzsU,ZSVuQTVwtsxUmYkrrKWDAfsOwmMOpFNVZXAPoa/,22,MANDATORY_READING,Herr,Hans,Hoffmann,Bahnhofstraße,20,58099,Hagen,Boele,hans.hoffmann@example.com
Meter Reading (MR) Doc. No.,URKQxxZoUNxbYWWEHZVBMTtZFcklkpQyBYsk/qk,RKTrRZRUCSfOCSByJIqujLsnpQdpYXYathbQSkS,ZZuMksMejXVOQDRUnNXTdXjbfvimAZkoCIKZEUZ,XuZyuGHnlRWQpmkUrwoSTsjNBbJqoYhCH/KbThC,60,MANDATORY_READING,Frau,Michael,Schmidt,Schulstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.schmidt@example.com
Meter Reading (MR) Doc. No.,URKQxxZoUNxbYWWEHZVBMTtZFcklkpQyBYsk/qk,RKTrRZRUCSfOCSByJIqujLsnpQdpYXYathbQSkS,ZZuMksMejXVOQDRUnNXTdXjbfvimAZkoCIKZEUZ,XuZyuGHnlRWQpmkUrwoSTsjNBbJqoYhCH/KbThC,60,MANDATORY_READING,Frau,Michael,Schmidt,Schulstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.schmidt@example.com
Meter Reading (MR) Doc. No.,URKQxxZoUNxbYWWEHZVBMTtZFcklkpQyBYsk/qk,RKTrRZRUCSfOCSByJIqujLsnpQdpYXYathbQSkS,ZZuMksMejXVOQDRUnNXTdXjbfvimAZkoCIKZEUZ,XuZyuGHnlRWQpmkUrwoSTsjNBbJqoYhCH/KbThC,60,MANDATORY_READING,Frau,Michael,Schmidt,Schulstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.schmidt@example.com
Meter Reading (MR) Doc. No.,URKQxxZoUNxbYWWEHZVBMTtZFcklkpQyBYsk/qk,RKTrRZRUCSfOCSByJIqujLsnpQdpYXYathbQSkS,ZZuMksMejXVOQDRUnNXTdXjbfvimAZkoCIKZEUZ,XuZyuGHnlRWQpmkUrwoSTsjNBbJqoYhCH/KbThC,60,MANDATORY_READING,Frau,Michael,Schmidt,Schulstraße,25,58540,Meinerzhagen,Meinerzhagen,michael.schmidt@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,vWd+yLD/ZLZQSAuzLZkaTBRWveeVTsSQqUpZKjk,VXVMiv/WclRrkoShycnneUlPVxLYqqQTPXJg+gy,yJhELanxAYTIFjMRZ/UvXIRxjPkuqmQNvveIZsV,5,MANDATORY_READING,Herr,Petra,Wagner,Gartenstraße,42,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,vWd+yLD/ZLZQSAuzLZkaTBRWveeVTsSQqUpZKjk,VXVMiv/WclRrkoShycnneUlPVxLYqqQTPXJg+gy,yJhELanxAYTIFjMRZ/UvXIRxjPkuqmQNvveIZsV,5,MANDATORY_READING,Herr,Petra,Wagner,Gartenstraße,42,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,vWd+yLD/ZLZQSAuzLZkaTBRWveeVTsSQqUpZKjk,VXVMiv/WclRrkoShycnneUlPVxLYqqQTPXJg+gy,yJhELanxAYTIFjMRZ/UvXIRxjPkuqmQNvveIZsV,5,MANDATORY_READING,Herr,Petra,Wagner,Gartenstraße,42,58553,Halver,Buschhausen,petra.wagner@example.com
Meter Reading (MR) Doc. No.,JXOyvHVmSoKHYhHXdQVXKTHEFDTGNLIUTvmUC/D,vWd+yLD/ZLZQSAuzLZkaTBRWveeVTsSQqUpZKjk,VXVMiv/WclRrkoShycnneUlPVxLYqqQTPXJg+gy,yJhELanxAYTIFjMRZ/UvXIRxjPkuqmQNvveIZsV,5,MANDATORY_READING,Herr,Petra,Wagner,Gartenstraße,42,58553,Halver,Buschhausen,petra.wagner@example.com
