"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POSTCODE1,CITY1,CITY2,EMAIL
RwBzqyNUIZnFaCFyqSQZwTGEoXOZSmMxdLTFGfb,IKYeBmbypMYBoKUWeypWsWJzRiQeeuVHJRZggk/,iPzuQZYYLYbybjVyQLZSftYyDL+sCUXRUsxljeZ,wSgcXR/gW+hkGbKWXnyVXQBrvnpHZXZSWsTiScR,fNIMqkjYrDvYIBFdWeHLusYSYSQcXRzGotHzZJX,20,KSA,Dipl.-Ing.,Sabine,Müller,Gartenstraße,1a,58553,Halver,Halver,sabine.müller@example.com
PyyZsPZzUMUJndZjd+VlQZnFZmdxUNMyhgGUZEX,XozZXhqLfjSRBSfLSYTjAbzxxYgRtsQDWvRUORV,KSKzqUkfVeVFOXYMXnrIOFRuEhTQ+KovwVqRPhC,nBwXOaQjlvQzvYMcLmuTIpxGj/SStRKyBXSVTHx,QSYsSuVel/dHWxvnvHANCYANbjagAVMWtTwMPLK,18,KSA,Dr.,Klaus,Meyer,Marktplatz,12c,58809,Neuenrade,Neuenrade,klaus.meyer@example.com
XTFJAV/OtgHSXqXUwNYmjQHdeTMiUsVQVNTqXmX,xJkDcCtdIXNXuMYOakAGBXsRiqMBjjzil/gTjaj,RyXZXVzrVZnTfgQuXdSLYgADVkALuilCCDLVuNS,vLYgdocYGGvr/T/TbHQKnVIKULjKxegNOCKkohh,MPMRmfKRaAkPMWWhRUTpWUSozGAEyjMZWjeUtRD,14,EVU,Dipl.-Ing.,Hans,Fischer,Hauptstraße,30,58809,Neuenrade,Neuenrade,hans.fischer@example.com
XeDtRpZewOpTfuQ/ONQuMCVOjUyJsRjWxDtYgVj,ANKTFlTtUXbYTUCWShtEOfvDeHuDPbLsxSaDQ/e,bkCJpjwVUkpffMn/wioKzishVQugSNbWbTpfXJw,WvOJgFn/HoUPZzDlYAUHGtQVrEQktXmAThyZqFs,yxiLSKRDeBcZT+zFuYZdjhhbWILOSRXPHHxiDtf,23,EVU,Frau,Petra,Schmidt,Schulstraße,2,58762,Altena,Altena,petra.schmidt@example.com
LTHxXmXJW/QpXRwwaaBIXjCRvYQnXokIIud+ZVZ,yWUON/qaDjbu/LXPHG/vMhsXrFxEQFUjQyWNWzx,s+LruoDZlXeUeNexgCTYrVWMTUJSkcu/JbAZjZN,UsbnDHiSsWpMbTSxbPDTYHFSXYUYNixdTOJeWSi,/fFTQSdSbRnYulvXbXJtRBCzRUgrJXPclHRvQBG,67,EVU,Prof.,Petra,Weber,Waldweg,42,58762,Altena,Altena,petra.weber@example.com
nWFyYEbJsTXJbzUKQLBUWxTVLn+VwFRQaedPjeX,Mlq/IWZRYiHYToWHNHWzYUXHpQnydAGQfdVQtbl,YiAUXJOlR+OY+GsBjHHVEibEKDPVUalu+UUIPXy,RTqREzmYSYGbGAtZjrQADQIzzaVZtoBttXiqWCv,ZZEtHpxsqYPsJGv+WCvAGZVCvWYxDSqQXiOskzM,16,KSA,Dr.,Petra,Wagner,Hauptstraße,2,58762,Altena,Altena,petra.wagner@example.com
yHURoSESKljUjmuBdBFwIOEWTAUxVoxeXBIma/Y,RyVkQZSCqHRLjTFNfDBNbsBZMzCwAsNjlQUOiDW,ZZXpgW+r/GSWtMQDDPuSriyzb+rwWvdLqipTlM+,DfxkNcdoLBtXhHywSQXx+pzsJVeguvcLbvWSVUE,j/REHHBYnROGLEF+XYZFOWALVRDCoHNYspyVSWS,53,KSA,Frau,Peter,Meyer,Waldweg,20,58809,Neuenrade,Neuenrade,peter.meyer@example.com
U/lSMzBnVddfGbmxbSdZlZLWWoTyOWIFuPSYVYf,tDASZuRZyjeXkuDytbqbVYuWMBAyRXiAayEKwTU,URzh/QKCZgQOZXo/eaxllUJzFUuQm+SOJ/wvyQA,KcqxUysw++/rqfvaLlwcPTYSMTWbsGRpQrYRHNZ,KGsWTCgmBTYDQdRsURCJfPDXlDYvMsgyJCzVfge,33,EVU,Dipl.-Ing.,Sabine,Meyer,Dorfstraße,2,58762,Altena,Altena,sabine.meyer@example.com
FiDJHPfvW+dXWiTrVnjqrbFUARZgeMZJoAYpNvA,ZzCORZTQitTOhXiVWZUrmnaiKRZpUHgUSRhmAyX,oMkMtYKhWuQlysJVsdCxnPddZIIRJnTWFboZCVG,XMNssbTjWFCWTkqSYAaBkVNqrsTVHyBZ+rsYmIm,EmJRxHHWApDETxgrzZY+etUyPMLWK+E+xOjRrna,1,EVU,Prof.,Hans,Schneider,Dorfstraße,3b,58553,Halver,Halver,hans.schneider@example.com
fTTSubQWowxPVGcruvMXFGutUUeUtwCDXiuNrCd,yRthuSVusqIDnQbS/oJZSZDNYVUgVeWxWkA/YXU,JYrVrDAmihqmHRwt+TyLMhRYNHsTXNbgQT/ZoWW,BRlJmGUTSjjTToromZHShzSohSsYrbdkZuYIzoW,fiTEIsTQOwTtUpZqKYgzkSTxVdUxidHNRdUBajq,8,KSA,Dr.,Klaus,Wagner,Gartenstraße,12c,58762,Altena,Altena,klaus.wagner@example.com
IHXRAWzIWZRLWJsYoeiNWxYPWZHXYajwLyPQeVD,I+zGCJzqZbfMWRQRRHVSSBw+UINKdQ++mS+uzvR,DoXceNoQzHtd+diXUrxrPg/POlvTbuoUhelnizS,c+JeWkZlHmhOXwTLCq/cfBAJdVLwlLfhYAMhUXv,DdVBFsFXsuSfvLcTaLVHrXoUbCQWIyQRUT/KahW,44,KSA,Dipl.-Ing.,Petra,Wagner,Waldweg,1a,58762,Altena,Altena,petra.wagner@example.com
QVvpQTQOZTYgYwbBjOWx/cQSpeXDueVcQQy/ChX,uoD/FihPQZaUUCleQYttIOwBReYWDUwOVZFgFCF,SVFKjIKZsvm/o+oEWQGEjF/BBIZyyhXokJRroFS,'+UfiOQwQurtVPVpKzOtROYpHT/QeTy+XMcdXU/F,glVHCNLIqbUUowiT+gkBuUBHmFbqYuUK/XMjRIE,23,EVU,Herr,Julia,Fischer,Bergstraße,15,58809,Neuenrade,Neuenrade,julia.fischer@example.com
BmFqQiVCQEUX/SHowLTmOVoBQIhsVUiKVFpsbVM,FNkeXzRmTiGPXPfyBAZialdJMzdSOcQqKaUVtqj,rClML/KbLagSXTcnPIsKLMlYTNFAf+QzzzOZxbF,sRPCdZknqkIHpmTjkdiqVDVXmNMXGXCnZRwVCSS,VklTZUommrpepI/xHVRZHjO/CPOIzWsSVsVd+rQ,59,KSA,Prof.,Michael,Müller,Marktplatz,2,58762,Altena,Altena,michael.müller@example.com
zzQJXVtrTPyXuLVBIPvvU+VIJxvBwS/PlWRkyAd,WTywLQuGRWlqpSvvonsbRfUXfyqUgFZMRjuTXUM,TDWFyVCOWU/rWxuHTaSXrZGzNUWzgtRpWQRVpoR,kkhwMBITYntpRqhRZQYfhPtZFZgjCD/zwnXXIYt,XswZTMWERADCLUYRBFv//GZRwMOsuIUcXPUjPQa,34,EVU,Dipl.-Ing.,Hans,Weber,Kirchweg,25,58809,Neuenrade,Neuenrade,hans.weber@example.com
AZgOwRYzTEWZvEy+eResklkXQDUC/JRoW+D+Eja,RQYsEtEqjAqHVWYTZTliBaxrTjWWFpsoNIoMSZq,JainoAAIrbjjeq/ZXWW/bplvZAmkGK+PLPhLb/Z,uBFYytxVNfRXGWQhhUyzSwllUXtRsxQS/GDFVMx,pvHJc/SEpMPYQPfBjFQZHvSBTsRIcORxTxxGiTG,14,EVU,Dr.,Sabine,Schneider,Kirchweg,20,58809,Neuenrade,Neuenrade,sabine.schneider@example.com
wVkR+/nNHTnQqtsENTNOmrotUeTxqTSgnncSCRV,SURNyEmczwZTsPVJYOWuZvYSRyu+gSdTHWK/IUT,IZfYZYwRqPejWqaagIhEwcOSFRF+RdYmVVl+/IF,eRUJYQQLlUShSUJwYjRpQN/eonFyoXdTBSSKlJH,'++uKnkETifWXRXZfSJzoIfdIJVngXTPQKqRWr/w,31,KSA,Dipl.-Ing.,Petra,Wagner,Bergstraße,1a,58553,Halver,Halver,petra.wagner@example.com
aoMtqoRRCb+lWYAgYtYVGX+SHjIHsbqTIkZqWrD,VTCjZIuPALSYwxTrtFDVqhFvkZaBYJkSfVMZOfh,VdOtYlfYpTsRGEWlunBSXlVtJqySTQ/ZpXMWBlv,FURSDBeKQLQDrwKhWHPAToAsAS+bCemwLadRYzf,MSolbYTIuQOHpSWZmadXvsUxhnLEXZZfVrabtiZ,24,KSA,Frau,Klaus,Weber,Schulstraße,20,58809,Neuenrade,Neuenrade,klaus.weber@example.com
Dsh+HCZMjUpTeyEMcOmUHZNiVpmKJLSyUPBSTvd,cbdCQIkJvjUvSHCvOxjyMiNUWsQFZzVepEi/qGo,MbHQkAXJBeMXIlxNRUyTXvwpmmtjPQhZpSLtSNz,bUoHIlEfHzKrNRQHmSiVxmGbSErXJmybZGSynRW,ZaCoGiXMYPoOVbQgiUuWtOqQBggRDXRYBVVwtZe,28,KSA,Dr.,Anna,Müller,Gartenstraße,25,58762,Altena,Altena,anna.müller@example.com
xXyj/IJOSzIUppNm+QbREpCWSOORYu+wVDWRGXX,DTXhUZTerrwztYATQjDSIrcDqYVnPvDNtSZVlYG,rgvWFPHuDOAQKyYiZlUZRkRVJXXgMGQYhPJqolM,dIgzdqqpAZRXjmTrVCPHazcQbRvXRxSsUgDbv/Q,NiSZve/AjHSbXnmN+HYNZNeLJTYHLRBQxp/wyYB,7,KSA,Frau,Petra,Weber,Hauptstraße,1a,58809,Neuenrade,Neuenrade,petra.weber@example.com
thaLSxiYQFAlU/TZutliYSbpVRIPIHoPTTTZQod,EZOVMtwrqUjqPMpEWkZQIhsITdwlK+XtHTEVvgB,vOlURbxMyzL/NIuoPiqNcUmeUWlPnomNbCQJfFw,PtUkecYSRzXSaQFdXcjXDFBTQeFbRYZPZPBkS+c,TEcP+MxLx+zYhQtsCSsYwwnwUSTecNWTvmN+uSH,4,KSA,Herr,Hans,Müller,Schulstraße,25,58809,Neuenrade,Neuenrade,hans.müller@example.com
TWiOlRcPEjRgqQwVVVUTQpyTROxyOvtK/QRJtwC,JorcPRLdgdqYWmUTyRQUVjkijTUScojUZlS+UYZ,DWe+/nUeyVwYAgFwtblEyaeUYOcvbTYVfdXryEu,UaRhSXVNjRsLVASHezYQ+GSbVeyRCDXRW+UV+MZ,KhNYPqXnuaeeinUTZuaIWJGFtuYOJZrgSawsLhy,4,EVU,Prof.,Michael,Meyer,Lindenallee,10,58809,Neuenrade,Neuenrade,michael.meyer@example.com
zUSwoPnVQFojQUUHgfpkgSGYShXnVTTwsGZrtJa,JZtJiCoAWFleDufSvj+RsoWYtgI/dIALNhNQUzg,Q/VUTChGGBumyYtMFeDmXWxnHoLpPSzPWpNVfYO,fWhfUDzjUrAAUsdMJgD/rQzdVQ+LQsYrrsXLlqx,FHVXOIgPnOwIaNVETSbcOSXJzYgnnivTsiEjZqv,12,KSA,Frau,Thomas,Müller,Kirchweg,12c,58553,Halver,Halver,thomas.müller@example.com
BSSrDiZhvWVwvBxlpYGWyxRYdZVZ+UOFPnkYZZa,wmezXlQCYHWNHWYtvZQhfdcGwhizWkbvenniMaP,UJhOmlIgYXRIftYgipyKLGksMnmxWzgmCFPNImD,DgWTYvbOHMZQXUYpZcUjASVtHZoWYWLWXoXPSph,oygeINTOC/bgAYUzGMWjVKVtMXZarQIEXAtvdQT,12,EVU,Prof.,Peter,Becker,Hauptstraße,2,58809,Neuenrade,Neuenrade,peter.becker@example.com
RtRqoRRUIYFUkRVxiUQXVYwMRsFXZplvpFOxwuC,wkpUdddTqIynPRkZsxcUPiLWoYGmIYjTUeQj/IR,B//pTBNjRBIJdEqiwbSigVaeVU/MM+WqURWW/IZ,AIcFYVdIWS+VVsiGLmSCQSFVjMYgXYKPpfMXvkU,OLaVQkYYguxBQOdlFRGLVkUgwTLqmp+pmpPWZit,29,KSA,Herr,Michael,Weber,Lindenallee,25,58762,Altena,Altena,michael.weber@example.com
yYEdkrSZUrWFKvZzkqRotbsPzsyuOkWSj+yYhqF,kRYIUkUsTRixVWBIFbnYheWAgsYiMQAQSAGGdmR,lWdjKKnmsQALRtZlmDgWRduZsXJtZlhuYkTCZWa,XnWi/DebdXRWGIhkdCzQWFYTXfvoyibHXcRBRW/,VuFJaVcVRtsYuWKYPshLHVitQkTOLMFWEZlZk/O,18,EVU,Prof.,Thomas,Becker,Hauptstraße,20,58553,Halver,Halver,thomas.becker@example.com
LZWTDLQnSYAwSPzBwcgSWaySTZOgExWSCdgIIT/,UNSYWMVTWQyVLtLSHUEjvNkXH/qMcwsTrUJUzIX,ogTOQxR+WXtH+NrULvTyOUMhj+cNpOucyhnQRgb,gCYpqdcQEsQtSTWJt+cwfvdCJLdzMswlLFXmBIc,wCkCZCGZHSyPJTMvHrDMLJThnpNWoCBkvUXRWUK,1,EVU,Prof.,Peter,Weber,Kirchweg,30,58809,Neuenrade,Neuenrade,peter.weber@example.com
PSZdWscLhUkRVUEVbXLSVJFQiLS+rvBNrofAzbR,UZnTxwhVNOYcOfPvxlyfiKaOXlRPnTlVfsAZNWd,gVQWzXuPyhr/gZFRcOPEZZogrYWYZavaIPaAWVZ,nCXDobcV+fmYSzkQTbzqCOWWZUqxYZYdSJIPuED,RbSSdgJXuPQqnru/NYuo/FQaUse/YQrIZrUJWqj,57,KSA,Dipl.-Ing.,Thomas,Müller,Kirchweg,2,58553,Halver,Halver,thomas.müller@example.com
WdEWhfwYPVZjSUAQovQcidmLQAZtBmbVsRLdRpj,WDGledZoXOTBCZYrJXMcWIiUdhsW/IYsXsTMecs,ADSZpYPDbfthvEZSgbutTvRdnFyCeFIJSdmqaQE,QYQiPFnyWGutMuRpXTOujZTVFEsLhHPVnYZaLbU,YYeOBWLoOTyIXJAhgNYZRWZWTnPEegWjjUTdc/T,34,EVU,Dipl.-Ing.,Thomas,Hoffmann,Bahnhofstraße,25,58809,Neuenrade,Neuenrade,thomas.hoffmann@example.com
XIzYCXTOGSWJnNfVUWnlVaSsULTehqHoWNAqUim,VTpkvMIVTqXTwbSDCMRoXXGwQStHZUKimFoYvKq,XfUluFSIGtYmjnLBKShTwPonjxRaYYirRhHORhO,KdSHcXrqArYJYxMcAUStUADcVaSrTXwjsGuTtfa,rORRUtkXhYxRVSWTTbqRiRXIi/HnUxdqXXKtZZY,9,KSA,Prof.,Peter,Wagner,Hauptstraße,5,58809,Neuenrade,Neuenrade,peter.wagner@example.com
bXowCQuyViVBZwPc+fJSxGMOcqxHARiDSOuUGYj,TGHLioBbQKDSXluWSRXvZVLQSOlaRo/COaEehNX,YxUlI/tA/OVnLpdaVUeWIUoCUIZS/UgSAUuUQUW,PRUzHiITgSOPQZRWtUNKgWZXAncpfZTYouDGpDv,WsYybvXUQbLoDURTARYnhN+SXpaLqzIFdWnAQLf,45,EVU,Frau,Hans,Schmidt,Kirchweg,20,58762,Altena,Altena,hans.schmidt@example.com
WZhWyrikbCiSYGbwMFoJKlSfQxXwYx+ZBXdCtTo,QqZtISgGEZGCmyKtTRSqhx+gWWSQuUpoPyEZgEX,Vqch/Q+JcQMysScDlqoDeEELXStKnzIw+HDZlxG,EpsRMXLMHpMQfuRUytBQdTgwvYWpjVTnKw/hZVS,lINzTVZGKItrCXpaWWuooz+JNwaUePayXDxyEqR,37,KSA,Herr,Julia,Schmidt,Lindenallee,10,58762,Altena,Altena,julia.schmidt@example.com
qbirudXXVaAnAaxhHIFShBhMuUFqAYVnSdSoppw,oIzmOLzlpAFUObXFFWSnaFeXzr+SFpNgZMzbiir,GcAAplYqQUXszrZemCNALCCvqQYmDjSSqSitYFV,XXeczZwiWygrkcgVLEYFSoOJQSyfWVaZkTLwMdD,di/mkBJ+MABZQRsNCRMSAxdBoRyQHpayUxAgfD+,17,EVU,Frau,Thomas,Schneider,Hauptstraße,42,58809,Neuenrade,Neuenrade,thomas.schneider@example.com
'+IsZlmIrXiP/UPnuTvCZtqRVYKXgWydTVmJugpn,sCr+mXqFEnUkSfxRA/iPNAYYVyMccSWcpCTSCIY,jRzUYEmXTbQQfCpXABSJeunzDXNXETYWcISpirR,CXfqJqbgUsSPjjSXYTSiTCnJTYFpaKmyxXxWfXa,DILRhIwEdXyXNXTlhi+/WMXWyFSuWvanvqPpZCQ,76,KSA,Dipl.-Ing.,Peter,Weber,Bahnhofstraße,25,58553,Halver,Halver,peter.weber@example.com
SkrqmXBPYCxMdkcjm+nCYvZEuAkW/TUZgTzxtpT,Jm/BlnNcUxVSILVcW+mWLsWqQWxQW+GwUqBxUXG,mFfRVRZayDacEyTJPUsARZMhBPWxsVknZGRoZD+,WBhWnDhBwnPVVxQU+amIoJSShKBxWzfVCUSbUXs,uXiZjfsYjekWHfVOYVVWQIIo+hTfinJxXH+wRMj,32,EVU,Dipl.-Ing.,Hans,Weber,Marktplatz,1a,58809,Neuenrade,Neuenrade,hans.weber@example.com
QSfWVelBQZIGrpWVNIkcFWxUXSZdVOEV/FsYbVf,UxgDGZfTYUSDuLUvnzS+mBSWPlzYAxrYItGpXab,ZDaAMrcEfTBCQKBRjZDTcRQMdarHUfPWQHtbcmF,WSQQTzWZOErkmCOvRLnsLvfL/TMM+pUGprQcZLe,Q/TNcxVTLAxWiVIQMgSdgJqeLoUXGlmtrtdnxYs,113,EVU,Prof.,Hans,Meyer,Marktplatz,50,58762,Altena,Altena,hans.meyer@example.com
VAGiqYy+NlUUqVQOFIbaUJzkQdghrUREVyGQqPE,QyE/LgAgOPQPFFZpQFVLKbuNBschgrDmVi+LjXi,TvJXREoMgypWEUjQizDNVc+VuOXCuyVtEuNgGyt,lSRXLHAdWGPl+VCTiACwTXNwvTaZfWTcTCWrUmV,jyruZjhLONajr/Pl/aiWaMqHHzTUohvlSvylXHf,61,EVU,Dr.,Klaus,Becker,Schulstraße,1,58762,Altena,Altena,klaus.becker@example.com
SVtH/PQKwAXtuZYDtV/wRFNSPUaDeRQZJtmRLsP,Xbz+GsQcFCTREpnDVZskFYWYOQRmYrYVTBZUdFW,ipTcGmPZqSZrTntFVYeMXrLWFYIHZRznXlPktQX,HjZfdYOoAHVLiccXRWVZRmNleG/Ie/ysIYWX/Ck,PByhispTTZhQXZNMFXIDGWzJgRVabEoEVKBRWyQ,13,KSA,Frau,Anna,Meyer,Marktplatz,3b,58762,Altena,Altena,anna.meyer@example.com
Z/rGEHexHo+UDJHdsQpGEVISXjvRgqY+ALSusQu,BkkPEvgGtWSRfUCwrZcRwWfaPBrPeCRHwUnD+f+,KNWsnFEYBSGrZViOeGzQdRQRvVIOtLbagIwgZnq,kJTbQsikTRProQZpoK/yrLEAZUwUBXSgYxQTunY,AorhrwdNzn/uLFZVSwRxsliJ/Gi/LnGWfubEcSn,30,EVU,Dipl.-Ing.,Hans,Schmidt,Lindenallee,12c,58809,Neuenrade,Neuenrade,hans.schmidt@example.com
iFkqfzGnTcuhJiEbRKuMoXVXWtEXbR+LkiRKaRf,kRYIUkUsTRixVWBIFbnYheWAgsYiMQAQSAGGdmR,ZklSgYzNUyoUVeUaMbNrQZHfAIwlRYvAj/mDeMk,gefMwLwsLZlXmBNopYYDymAcBBhfOsWUyHTWTQm,COkktmdSAjsZifXhqBFMhAcbxXcELYH/nMVXAVX,18,EVU,Dipl.-Ing.,Hans,Fischer,Marktplatz,12c,58553,Halver,Halver,hans.fischer@example.com
RRQsYgqUoFvhjV+ajfG+XFytQIe+hVrMURcLzcT,e+NnBogvWwSGQ+YtVcXUVXQlApRRiJM/GBQNNXQ,uStUM+eaRHjSYhSNSQXSemXVZUUqzGmHaDkCukW,CXkoaEhBgDJiZsHuXUVmfpEJXxE/yYZ+BqTFdYm,YwmSPJIU+UQPHxeZZPXgwOxQDUHWoTptkXV+ejX,18,KSA,Herr,Peter,Hoffmann,Gartenstraße,2,58553,Halver,Halver,peter.hoffmann@example.com
XU+RqEBUmWRqV+FnQMQYwRJkdrZKSwvegNYWNtd,fAKHZNBVVWjmQtUv+XBJlxmInuyIrZbN+buoYoz,sZymeSsfxfbDFoGWPUTiZXoVPxLGrTfFbyiRtOt,dkcoPXZmjrEeMbCRGIYbXXPxJUyTSWclZaIYsRi,TmvnapVkERJNEiWGKtrLOwOPjbQXXK/NnTVXRdh,4,KSA,Dipl.-Ing.,Hans,Schmidt,Marktplatz,3b,58553,Halver,Halver,hans.schmidt@example.com
tUXXHQ+bK/TzYnnEWRRZpAgVNMxgZXAsunmfMQT,gQTWiomEsuVaAFfShwyYWzcUohTYdmdrvQEfPCQ,YMywXJYhYVVEcTkhsDwVQnGAogfzXrxXiqwpZAC,N+kyMrhAQfoNdSUQCUrOAdGK+ubVjdXLHQWMUaX,VbdrpiPYoyP+UuYicWYRuaePIgS+UgiiPlFR+ux,80,KSA,Prof.,Peter,Schneider,Bahnhofstraße,2,58553,Halver,Halver,peter.schneider@example.com
CvSQjvTYUcFWDVW+QWwxWwZcPEXMXLiMbLOrSZC,MTIiyRvFsivOFBnLAWjAQINBAxmY+VtdQQUMhWF,RZvTPYyerjaPqvv+brFHYjXQQcWAcRLRAKkCHgT,QYUIdUtsVXFPEGCSCSWVMrqTXTGRucP+zZoeBGZ,/hSsYZDvciwTwUlnqSZrdRnO+EkkSjXCqdcKSAl,11,EVU,Dipl.-Ing.,Julia,Wagner,Hauptstraße,10,58809,Neuenrade,Neuenrade,julia.wagner@example.com
oJatjYMXwuiBzYZSxAujtYVhurchDRWGdiglnEp,oamLQjVhSZnTREHVzaFmR+mUwxDxZlgwHBMTIyC,UVaUlZSFKsxGHY+RBKhAiAYEQtfiAWGjEALzoRT,YEBlGlmXMekiWjvGSikueEAIXkqtUvNIEsRijkA,CQQUppUVSLPW/UWUkXSkrUkkRcuw+GHZAMfWbRO,10,EVU,Prof.,Michael,Schmidt,Kirchweg,15,58553,Halver,Halver,michael.schmidt@example.com
fA+BDzhWuCHJMjXJUsaZlRTfMLZriUHo+lZToyG,SNoVK/y//mx/uhYNPyZeYHIuilTZYJRqPUUVXBb,cAhZeOsfWVvSxCWfoLQW/efyZBrHpECF+rIjuQh,HIub+YwGlLEtXwrwkRsWTJeqjVfQiXubIMlpDZU,VZymTMGzbIdcVIIJenZggYyMWRiVXXh+auFPkQQ,16,EVU,Dr.,Maria,Schmidt,Marktplatz,1,58553,Halver,Halver,maria.schmidt@example.com
iRNhLXiyPnYYGLjiUcQJeoWPqIwNCsqHdWpHCWD,X+jGcYGSrfsAofxUfcMPXKILnECVAjYONVzWNub,SEPdAbBokLITefMUyUedrQgwTJiqAmCvENIf++U,MUTGPI+MSWKxyUYdVZyVgYPPJXQZLcXBWMqFjGV,WuoGSPAgAXKehKZFjGzoEyrqyUYE/lZLMYKJnsF,28,EVU,Prof.,Klaus,Fischer,Bahnhofstraße,20,58809,Neuenrade,Neuenrade,klaus.fischer@example.com
RuUVVIbwWSTMUlPgkURlWSREQzkUO+VHWgHmQNW,VSaMkJTjSmRIRjhruZQUnRpWihEhhqjzEIszYGr,mHyTupFQbQUpThqdPHRqpRWaqQawHBZwCZZGRiG,ZqGXCdWyRUtUqSaKVWFtJmlVd/ZuluHqvXZWWKm,UGVQPQZufHzVFaKHWiRhWGUzpHVZQtdPBVetkFj,3,KSA,Dr.,Thomas,Fischer,Schulstraße,3b,58553,Halver,Halver,thomas.fischer@example.com
aKiq+vqvdRZlUtcBTSwTzXWavYSXCNolxQHmpUO,RrVriZWhrTlyYRmUUGrVgutZPfaApEQPfuYuBew,/nAmToZsHlWQTkUYNnEmzJHqonJsOVPvivmCYQX,Bw/QXNprrPKvZPOMChlmfCSRtgZBsSfeUTRTwnA,RTAsNKoETVNuLjUVgJZNOdsZhnRStVZvUUwJLYx,38,EVU,Herr,Anna,Müller,Kirchweg,20,58809,Neuenrade,Neuenrade,anna.müller@example.com
EIAhBhCV+hJcFEYWrIgBUVqktOyAMBe+BETxfjQ,JorcPRLdgdqYWmUTyRQUVjkijTUScojUZlS+UYZ,atigAQHSSmeATjaZAwTojscxFXZSSRQATwTUYtA,kJcrHjZNMDJgnXkFktYQVVCRgocUfrznYvXUVYj,ZSnQXbHfqgKTGTtsVrRxpBYKjVAYmKJSyXX/phB,4,EVU,Dipl.-Ing.,Klaus,Schneider,Lindenallee,42,58809,Neuenrade,Neuenrade,klaus.schneider@example.com
LIfWEoGnTTnwkjaZDiKRW/SgHfivsYbVQMhQUOY,wigqXUBQQUTCWoWZCCYZxRyfEWFbFePmlQEIDlt,OUx/YCBYSjMJXHlnZxeWhZZKISNTRhOUIJLOXKA,AJQP+nVj/KsEkIZX/xblzFwmGNlpMXknXxfURhX,RDsajHig/gSXPUihwQnQHsmZHsVRPilYWLYrtWQ,5,EVU,Herr,Maria,Becker,Bergstraße,42,58553,Halver,Halver,maria.becker@example.com
V+uPTVKwSWOUkmOJnWWQY/UrpySAsUVwlFIWtBQ,X+xsHUQAyhJBgJifTUTQXTmX+JbbnvKUjBLsbYN,EojPcRyEOLTcVVkwvWikpfXqpWRVuRjupUna+Wi,WvosfCZsNGUJtKRMHXVtXboXQRDsOourVTBeTJW,dMAOUulVmpQTfbKghCrXGCrIuWwAVCWGGufRSFv,186,KSA,Prof.,Petra,Wagner,Kirchweg,1a,58762,Altena,Altena,petra.wagner@example.com
TJodX/VMhGgkO+eTprPPvSCKQvmndNQpHZZ/GXs,VSYusmmoJU+WvlJdvRqQVrdPOqZKfELQJZyelPB,rdBlUYBImlRlnFtejMJaYbVYKAySYdmYXrBToYz,/aZdtRIrWodiWhuzjs/frwEjodNCdKNTopIkRCS,VKZGrURGROJYrjYdNBBF/pXVkpWVlBSBBqVSoSk,2,KSA,Frau,Petra,Wagner,Dorfstraße,10,58553,Halver,Halver,petra.wagner@example.com
bWiPiKMNBaLbsuGeEeSJMQFZjUpvvTsIyiYjnTI,tZGtILXghqWLZcYXgcAZoPRBSE/RLNakSrDxubi,k/nOrSMzvYRORQklzSCFEsIXtRtCMQTVCiIeNx/,EqRlGWZPzwSNweAzVilLRvj+Vd+TSYoSDjmVaAu,skHAogYV+euTNuOXyWSMXdRIwrHWXA+WABuVdoR,10,EVU,Dipl.-Ing.,Petra,Schulz,Marktplatz,3b,58809,Neuenrade,Neuenrade,petra.schulz@example.com
PYbrpBGafUdERYuaTSQHpTaHpQ+cQqAUPZUVKXh,WDGledZoXOTBCZYrJXMcWIiUdhsW/IYsXsTMecs,QNkiDJNKqQtVLBWQYVSeVyFQfisdXiAjqGwXrEZ,vnHXVURuoyWTEQlK/ZTAUqQCScBtbtFVfNLGELS,GtvgHMRvNxGWJXOWlHVpqUsQuvX/cCYeSMXcuxq,34,EVU,Prof.,Michael,Becker,Marktplatz,10,58809,Neuenrade,Neuenrade,michael.becker@example.com
wYIKYDUjipMChCmw+GSmQcgBCLgfyCUAVWGiwoj,eDvZJUpXnIirFhvRIfZRYSamDlXqxtQ/PytcDUt,UrydzUWCAonIPSofUWSBSrewWZTlVcVXqhtzuSX,kllSbiQAjHhSPUYXsNUvIssXCSUsRZLSVYLaoff,MLFtBUj/LJkyfThSFWy+EiffLsDUqvwqTBe/AUX,26,EVU,Dipl.-Ing.,Klaus,Schneider,Gartenstraße,1,58809,Neuenrade,Neuenrade,klaus.schneider@example.com
JuBMyXzzruXrXuVQXpUcJZtyYdbHDOihtQNNkZl,xVJCitfPZWiWYfdRTZtrri+fHxUlQeyNxnYbLlB,VEptYziyEZHFiwZxQQrXSJrsnrIKVqpKLWizxRY,iUWXBUOQxBzHdEeScYWcuXTSDgsdElWSuwRzSQe,VeSQaUCYpUptDvaXylKXXhuwKxPyTSPWuZWYVcC,31,KSA,Frau,Anna,Weber,Waldweg,2,58809,Neuenrade,Neuenrade,anna.weber@example.com
